net,length_um
_06959_,12.04
_07762_,12.04
_10475_,12.04
fetch.bht.bhtTable_tag\[7\]\[7\],12.04
fetch.bht.bhtTable_target_pc\[12\]\[18\],12.04
io_fetch_address[27],12.04
io_fetch_address[8],12.04
net2236,12.04
_05260_,12.02
_05372_,12.02
_10006_,12.02
net1584,12.02
fetch.bht.bhtTable_tag\[5\]\[10\],12
fetch.bht.bhtTable_target_pc\[8\]\[13\],12
fetch.bht.bhtTable_target_pc\[8\]\[19\],12
net1419,12
net1920,12
_02862_,11.965
_00381_,11.96
_06993_,11.96
_07042_,11.96
fetch.bht.bhtTable_tag\[5\]\[24\],11.96
fetch.bht.bhtTable_tag\[6\]\[2\],11.96
fetch.bht.bhtTable_tag\[9\]\[21\],11.96
fetch.bht.bhtTable_target_pc\[0\]\[29\],11.96
fetch.bht.bhtTable_target_pc\[5\]\[3\],11.96
memory.csr_read_data_out_reg\[12\],11.96
memory.csr_read_data_out_reg\[20\],11.96
_05019_,11.955
_12205_,11.94
fetch.bht.bhtTable_tag\[1\]\[11\],11.94
fetch.bht.bhtTable_target_pc\[2\]\[6\],11.94
io_memory_read_data[11],11.94
fetch.bht.bhtTable_target_pc\[14\]\[29\],11.925
_04315_,11.92
fetch.bht.bhtTable_tag\[11\]\[25\],11.92
fetch.bht.bhtTable_tag\[11\]\[9\],11.92
fetch.bht.bhtTable_tag\[1\]\[23\],11.92
fetch.bht.bhtTable_tag\[4\]\[5\],11.92
io_memory_address[19],11.92
memory.io_wb_readdata\[16\],11.92
clknet_leaf_58_clock,11.92
net2692,11.92
fetch.bht.bhtTable_target_pc\[3\]\[13\],11.91
_04236_,11.9
_05402_,11.9
_05410_,11.9
_10879_,11.9
_12683_,11.9
fetch.bht.bhtTable_tag\[14\]\[2\],11.89
net2258,11.88
net2496,11.88
_03305_,11.86
io_fetch_data[3],11.85
_03717_,11.84
_04753_,11.84
_06989_,11.84
_08899_,11.84
decode.regfile.registers_17\[11\],11.84
fetch.bht.bhtTable_tag\[1\]\[8\],11.84
clknet_leaf_245_clock,11.84
_05223_,11.83
fetch.btb.btbTable\[14\]\[0\],11.825
_12207_,11.82
_04098_,11.8
_06834_,11.8
_08896_,11.8
_10712_,11.8
_10808_,11.8
fetch.bht.bhtTable_tag\[0\]\[2\],11.8
fetch.bht.bhtTable_tag\[3\]\[0\],11.8
net2106,11.8
_00225_,11.785
_04939_,11.78
_07905_,11.78
_08969_,11.78
csr.io_mem_pc\[10\],11.78
fetch.bht.bhtTable_tag\[1\]\[19\],11.78
fetch.bht.bhtTable_tag\[5\]\[17\],11.78
fetch.bht.bhtTable_target_pc\[3\]\[2\],11.78
fetch.bht.bhtTable_target_pc\[8\]\[15\],11.78
_04635_,11.76
_02213_,11.745
_02631_,11.745
_02733_,11.745
_09997_,11.74
_12303_,11.74
fetch.bht.bhtTable_tag\[15\]\[24\],11.74
fetch.bht.bhtTable_target_pc\[12\]\[29\],11.74
fetch.bht.bhtTable_target_pc\[13\]\[17\],11.74
_05871_,11.72
_06537_,11.72
_09922_,11.72
fetch.bht.bhtTable_tag\[11\]\[14\],11.72
fetch.bht.bhtTable_tag\[7\]\[16\],11.72
_04266_,11.7
_05072_,11.7
_08347_,11.7
_09811_,11.7
_10094_,11.7
_10715_,11.7
_10799_,11.7
_12066_,11.7
_12401_,11.7
_13131_,11.7
fetch.bht.bhtTable_target_pc\[8\]\[0\],11.7
net241,11.7
net421,11.7
net1888,11.7
net2190,11.7
_04498_,11.68
fetch.bht.bhtTable_target_pc\[12\]\[4\],11.68
io_memory_address[10],11.68
_02898_,11.665
fetch.bht.bhtTable_target_pc\[14\]\[26\],11.665
_06313_,11.66
memory.io_wb_readdata\[0\],11.66
_09452_,11.64
_10792_,11.64
_00298_,11.625
_03860_,11.62
_04055_,11.62
_08486_,11.62
_08571_,11.62
fetch.bht.bhtTable_target_pc\[5\]\[27\],11.62
_03798_,11.6
_06905_,11.6
_10753_,11.6
fetch.bht.bhtTable_tag\[2\]\[14\],11.585
fetch.bht.bhtTable_target_pc\[2\]\[30\],11.585
_03090_,11.58
_03141_,11.58
_04059_,11.58
_04890_,11.58
_05070_,11.58
_06511_,11.58
_08747_,11.58
_11957_,11.58
io_fetch_address[9],11.58
memory.io_wb_aluresult\[13\],11.58
csr.io_csr_write_address\[9\],11.565
_05608_,11.56
_13160_,11.56
decode.regfile.registers_28\[9\],11.56
_02133_,11.545
fetch.bht.bhtTable_tag\[11\]\[0\],11.54
fetch.bht.bhtTable_tag\[13\]\[7\],11.54
fetch.bht.bhtTable_target_pc\[1\]\[18\],11.54
fetch.bht.bhtTable_target_pc\[4\]\[24\],11.54
decode.regfile.registers_12\[7\],11.52
_02090_,11.505
_04926_,11.5
fetch.bht.bhtTable_tag\[15\]\[22\],11.5
fetch.bht.bhtTable_tag\[1\]\[15\],11.5
fetch.bht.bhtTable_tag\[5\]\[12\],11.5
fetch.bht.bhtTable_target_pc\[0\]\[18\],11.5
fetch.bht.bhtTable_target_pc\[9\]\[24\],11.5
_00657_,11.495
_05297_,11.48
_13419_,11.48
decode.regfile.registers_31\[20\],11.48
_03075_,11.46
_10062_,11.46
_11876_,11.46
fetch.bht.bhtTable_tag\[7\]\[23\],11.46
fetch.bht.bhtTable_target_pc\[3\]\[18\],11.46
fetch.bht.bhtTable_target_pc\[7\]\[13\],11.46
net1374,11.46
fetch.bht.bhtTable_target_pc\[10\]\[15\],11.45
fetch.bht.bhtTable_target_pc\[14\]\[13\],11.45
_05314_,11.44
_06844_,11.44
fetch.bht.bhtTable_tag\[15\]\[15\],11.44
fetch.bht.bhtTable_target_pc\[2\]\[29\],11.43
_05002_,11.42
_06676_,11.42
_09224_,11.42
fetch.bht.bhtTable_valid\[9\],11.42
net715,11.42
_02466_,11.405
fetch.bht.bhtTable_tag\[5\]\[22\],11.4
_05252_,11.38
_07501_,11.38
decode.regfile.registers_1\[29\],11.38
fetch.bht.bhtTable_tag\[10\]\[19\],11.38
fetch.bht.bhtTable_tag\[6\]\[14\],11.38
fetch.bht.bhtTable_target_pc\[13\]\[5\],11.38
fetch.bht.bhtTable_target_pc\[15\]\[30\],11.38
net553,11.38
net980,11.38
_03762_,11.36
_03915_,11.36
_04727_,11.36
_06531_,11.36
_07000_,11.36
_09065_,11.36
_11622_,11.36
_03401_,11.355
_03734_,11.34
_05224_,11.34
_05251_,11.34
fetch.bht.bhtTable_tag\[11\]\[24\],11.34
fetch.bht.bhtTable_target_pc\[7\]\[31\],11.34
_10034_,11.32
fetch.bht.bhtTable_tag\[15\]\[11\],11.32
fetch.bht.bhtTable_tag\[3\]\[16\],11.32
fetch.bht.bhtTable_tag\[3\]\[5\],11.32
fetch.bht.bhtTable_tag\[8\]\[11\],11.32
fetch.bht.bhtTable_tag\[8\]\[21\],11.32
fetch.bht.bhtTable_target_pc\[13\]\[30\],11.32
net1377,11.32
_01496_,11.305
_04829_,11.3
_05341_,11.3
_05369_,11.3
_10853_,11.3
decode.regfile.registers_16\[9\],11.3
decode.regfile.registers_30\[5\],11.3
fetch.bht.bhtTable_tag\[4\]\[6\],11.3
fetch.bht.bhtTable_target_pc\[9\]\[13\],11.3
memory.io_wb_reg_pc\[10\],11.3
net907,11.3
io_fetch_data[2],11.29
_02138_,11.285
_02919_,11.285
_01411_,11.28
_03049_,11.28
_05729_,11.28
fetch.bht.bhtTable_tag\[13\]\[23\],11.28
fetch.bht.bhtTable_tag\[4\]\[22\],11.28
fetch.bht.bhtTable_target_pc\[13\]\[20\],11.28
_10067_,11.27
_04666_,11.26
fetch.bht.bhtTable_target_pc\[3\]\[21\],11.26
_01992_,11.245
_02924_,11.245
_06823_,11.24
_07686_,11.24
_10819_,11.24
_10932_,11.24
_11507_,11.24
csr.mscratch\[16\],11.24
execute.csr_write_data_out_reg\[30\],11.24
_00832_,11.225
_04121_,11.22
_05127_,11.22
_07160_,11.22
fetch.bht.bhtTable_tag\[9\]\[17\],11.22
net676,11.22
_05255_,11.2
_06247_,11.2
_06946_,11.2
_08357_,11.2
_11742_,11.2
_03646_,11.18
decode.regfile.registers_29\[23\],11.18
fetch.bht.bhtTable_target_pc\[6\]\[11\],11.165
_03197_,11.16
_03949_,11.16
_05324_,11.16
_07024_,11.16
_08901_,11.16
_13430_,11.16
net515,11.16
net1688,11.14
_09610_,11.135
_02675_,11.125
_05373_,11.12
_06864_,11.12
_10119_,11.12
_10882_,11.12
_12985_,11.12
fetch.bht.bhtTable_tag\[11\]\[10\],11.12
memory.io_wb_reg_pc\[1\],11.12
_10782_,11.1
fetch.bht.bhtTable_target_pc\[3\]\[16\],11.1
_03815_,11.08
_04861_,11.08
fetch.bht.bhtTable_target_pc\[0\]\[8\],11.08
fetch.bht.bhtTable_target_pc\[1\]\[14\],11.08
fetch.bht.bhtTable_target_pc\[5\]\[0\],11.08
net2327,11.08
fetch.bht.bhtTable_target_pc\[10\]\[27\],11.07
_07838_,11.06
decode.regfile.registers_22\[9\],11.06
fetch.bht.bhtTable_target_pc\[13\]\[22\],11.06
_06342_,11.04
_06925_,11.04
fetch.bht.bhtTable_tag\[0\]\[5\],11.04
fetch.bht.bhtTable_tag\[11\]\[13\],11.04
fetch.bht.bhtTable_tag\[13\]\[5\],11.04
fetch.bht.bhtTable_tag\[9\]\[6\],11.04
fetch.bht.bhtTable_target_pc\[12\]\[21\],11.04
fetch.bht.bhtTable_target_pc\[12\]\[23\],11.04
fetch.bht.bhtTable_target_pc\[13\]\[14\],11.04
fetch.bht.bhtTable_target_pc\[15\]\[16\],11.04
fetch.bht.bhtTable_target_pc\[15\]\[1\],11.04
fetch.bht.bhtTable_target_pc\[1\]\[2\],11.04
fetch.bht.bhtTable_target_pc\[3\]\[14\],11.04
fetch.bht.bhtTable_target_pc\[4\]\[19\],11.04
fetch.bht.bhtTable_target_pc\[9\]\[7\],11.04
fetch.bht.bhtTable_tag\[2\]\[11\],11.03
_12120_,11.02
_13320_,11.02
io_memory_read_data[10],11.02
io_memory_read_data[17],11.02
_13420_,11.015
fetch.bht.bhtTable_target_pc\[6\]\[12\],11.005
_03676_,11
_06966_,11
_09245_,11
_11847_,11
fetch.bht.bhtTable_tag\[4\]\[9\],11
fetch.bht.bhtTable_target_pc\[5\]\[26\],11
io_memory_read_data[9],11
net2290,10.98
fetch.bht.bhtTable_target_pc\[6\]\[14\],10.97
_12852_,10.96
csr._mcycle_T_3\[52\],10.96
fetch.bht.bhtTable_tag\[14\]\[19\],10.96
fetch.bht.bhtTable_target_pc\[9\]\[17\],10.96
fetch.bht.bhtTable_target_pc\[10\]\[2\],10.945
_03647_,10.94
memory.csr_read_data_out_reg\[4\],10.94
_06348_,10.92
_06558_,10.92
_08735_,10.92
_11270_,10.92
execute.io_mem_isjump,10.92
_02242_,10.905
_04561_,10.9
_07255_,10.9
_09433_,10.9
_10458_,10.9
_12101_,10.9
_13202_,10.9
fetch.bht.bhtTable_tag\[14\]\[6\],10.9
fetch.bht.bhtTable_tag\[15\]\[4\],10.9
net538,10.9
net1289,10.9
_09638_,10.885
fetch.bht.bhtTable_tag\[2\]\[13\],10.885
fetch.bht.bhtTable_target_pc\[2\]\[28\],10.885
fetch.bht.bhtTable_tag\[12\]\[21\],10.88
_03569_,10.86
_04834_,10.86
_07248_,10.86
_09258_,10.86
decode.regfile.registers_1\[27\],10.86
fetch.bht.bhtTable_tag\[9\]\[5\],10.86
net1040,10.86
fetch.bht.bhtTable_tag\[10\]\[17\],10.85
fetch.bht.bhtTable_tag\[10\]\[18\],10.85
_01546_,10.845
_01925_,10.845
_03716_,10.84
_07405_,10.84
_10033_,10.84
decode.regfile.registers_16\[15\],10.84
fetch.bht.bhtTable_target_pc\[11\]\[26\],10.84
_01186_,10.82
_07481_,10.82
_07492_,10.82
_12047_,10.82
execute.csr_write_data_out_reg\[2\],10.82
fetch.bht.bhtTable_tag\[15\]\[6\],10.82
fetch.bht.bhtTable_target_pc\[9\]\[26\],10.82
net2516,10.82
_06094_,10.8
_07675_,10.8
csr.mscratch\[7\],10.8
net758,10.8
_07636_,10.79
_00258_,10.785
_02211_,10.785
_02141_,10.78
_03992_,10.78
_05161_,10.78
_05404_,10.78
_06523_,10.78
_07353_,10.78
_07389_,10.78
execute.csr_write_data_out_reg\[27\],10.78
fetch.btb.btbTable\[1\]\[0\],10.78
io_fetch_address[18],10.78
net2282,10.78
net2662,10.78
_03736_,10.76
_06918_,10.76
_12065_,10.76
_12347_,10.76
fetch.bht.bhtTable_tag\[13\]\[21\],10.76
fetch.bht.bhtTable_target_pc\[0\]\[20\],10.76
net1058,10.76
net2424,10.76
_07121_,10.74
_08752_,10.74
fetch.bht.bhtTable_tag\[11\]\[6\],10.74
fetch.bht.bhtTable_target_pc\[7\]\[18\],10.74
net698,10.74
net825,10.74
net2163,10.74
io_fetch_data[1],10.73
io_fetch_data[28],10.73
_04323_,10.72
_07606_,10.72
fetch.bht.bhtTable_target_pc\[11\]\[1\],10.72
net468,10.72
net1512,10.72
_04150_,10.7
_04333_,10.7
decode.regfile.registers_30\[16\],10.7
fetch.bht.bhtTable_tag\[14\]\[12\],10.7
fetch.bht.bhtTable_target_pc\[12\]\[12\],10.7
fetch.bht.bhtTable_target_pc\[3\]\[28\],10.7
net336,10.7
fetch.bht.bhtTable_target_pc\[2\]\[26\],10.69
net719,10.69
_07152_,10.68
_07755_,10.68
net880,10.68
_03668_,10.66
_06899_,10.66
_07775_,10.66
_11580_,10.66
_12741_,10.66
fetch.bht.bhtTable_tag\[8\]\[1\],10.66
fetch.bht.bhtTable_target_pc\[0\]\[17\],10.66
fetch.bht.bhtTable_target_pc\[11\]\[24\],10.66
memory.io_wb_reg_pc\[0\],10.66
net904,10.66
fetch.bht.bhtTable_tag\[15\]\[20\],10.64
memory.csr_read_data_out_reg\[17\],10.64
net452,10.64
net2746,10.64
fetch.bht.bhtTable_target_pc\[6\]\[10\],10.63
_02923_,10.625
_05381_,10.62
_06761_,10.62
_07872_,10.62
_10700_,10.62
decode.regfile.registers_12\[9\],10.62
net1797,10.62
_11899_,10.615
_02106_,10.605
decode.regfile.registers_29\[7\],10.6
fetch.bht.bhtTable_target_pc\[14\]\[28\],10.6
net1776,10.6
csr._csr_read_data_T_9\[0\],10.585
_07561_,10.58
fetch.bht.bhtTable_tag\[9\]\[2\],10.58
fetch.bht.bhtTable_target_pc\[4\]\[10\],10.58
fetch.bht.bhtTable_target_pc\[5\]\[22\],10.58
fetch.bht.bhtTable_target_pc\[9\]\[23\],10.58
_06418_,10.56
fetch.bht.bhtTable_tag\[6\]\[16\],10.545
_01237_,10.54
_07734_,10.54
_09020_,10.54
_09726_,10.54
_13364_,10.54
fetch.bht.bhtTable_tag\[15\]\[5\],10.54
fetch.bht.bhtTable_target_pc\[4\]\[15\],10.54
clknet_leaf_40_clock,10.54
net749,10.54
fetch.bht.bhtTable_target_pc\[14\]\[24\],10.53
fetch.bht.bhtTable_target_pc\[14\]\[22\],10.525
fetch.bht.bhtTable_target_pc\[14\]\[5\],10.525
_01954_,10.505
_02206_,10.505
_04136_,10.5
fetch.bht.bhtTable_tag\[13\]\[3\],10.5
fetch.bht.bhtTable_target_pc\[13\]\[9\],10.5
fetch.bht.bhtTable_target_pc\[15\]\[18\],10.5
fetch.bht.bhtTable_target_pc\[7\]\[16\],10.5
clknet_leaf_314_clock,10.5
net706,10.5
net2103,10.5
_00393_,10.485
_04961_,10.48
_07823_,10.48
_04448_,10.46
_04671_,10.46
_06564_,10.46
_06715_,10.46
_07712_,10.46
_12707_,10.46
_01240_,10.44
decode.regfile.registers_26\[8\],10.44
memory.csr_read_data_out_reg\[28\],10.44
net564,10.44
net1266,10.44
net2086,10.44
net2133,10.44
_09842_,10.435
_03845_,10.43
fetch.bht.bhtTable_target_pc\[2\]\[8\],10.43
_03651_,10.42
_05286_,10.42
_10285_,10.42
_12033_,10.42
fetch.bht.bhtTable_tag\[14\]\[17\],10.42
net2407,10.42
_00786_,10.405
_08864_,10.4
_09133_,10.4
_09686_,10.4
_10182_,10.4
decode.regfile.registers_31\[18\],10.4
fetch.bht.bhtTable_tag\[12\]\[12\],10.4
fetch.bht.bhtTable_tag\[14\]\[16\],10.4
fetch.bht.bhtTable_tag\[3\]\[12\],10.4
fetch.bht.bhtTable_tag\[5\]\[5\],10.4
fetch.bht.bhtTable_tag\[7\]\[17\],10.4
fetch.bht.bhtTable_tag\[9\]\[4\],10.4
fetch.bht.bhtTable_tag\[2\]\[23\],10.385
fetch.bht.bhtTable_target_pc\[11\]\[21\],10.38
fetch.bht.bhtTable_target_pc\[14\]\[10\],10.38
fetch.bht.bhtTable_target_pc\[1\]\[20\],10.38
net359,10.38
_00946_,10.365
fetch.bht.bhtTable_tag\[2\]\[18\],10.365
_04755_,10.36
_04904_,10.36
_07455_,10.36
_07900_,10.36
fetch.bht.bhtTable_tag\[1\]\[7\],10.36
fetch.bht.bhtTable_target_pc\[0\]\[2\],10.36
fetch.bht.bhtTable_target_pc\[15\]\[24\],10.36
fetch.bht.bhtTable_target_pc\[7\]\[26\],10.36
fetch.bht.bhtTable_target_pc\[9\]\[3\],10.36
net259,10.36
net326,10.36
_06078_,10.34
_10839_,10.34
_03696_,10.32
_04069_,10.32
_04188_,10.32
_05958_,10.32
_06548_,10.32
_09754_,10.32
_09797_,10.32
_13263_,10.32
io_fetch_address[25],10.32
io_fetch_address[5],10.32
fetch.bht.bhtTable_tag\[2\]\[24\],10.31
fetch.bht.bhtTable_target_pc\[14\]\[15\],10.305
fetch.bht.bhtTable_tag\[4\]\[12\],10.3
net569,10.3
net2611,10.3
_06027_,10.28
_06786_,10.28
_09401_,10.28
_09831_,10.28
_10056_,10.28
_12422_,10.28
fetch.bht.bhtTable_target_pc\[11\]\[23\],10.28
net908,10.28
net2063,10.28
csr.io_mem_pc\[26\],10.275
_08570_,10.26
fetch.bht.bhtTable_tag\[1\]\[24\],10.26
fetch.bht.bhtTable_target_pc\[13\]\[3\],10.26
_00993_,10.245
_05722_,10.24
_06716_,10.24
_13187_,10.24
_13216_,10.24
fetch.bht.bhtTable_tag\[12\]\[7\],10.24
_00985_,10.225
_01839_,10.225
_04563_,10.22
_06529_,10.22
_07551_,10.22
_09878_,10.22
_12139_,10.22
net956,10.22
net1301,10.22
net2259,10.22
net2360,10.22
fetch.bht.bhtTable_target_pc\[10\]\[13\],10.21
_04839_,10.2
_04865_,10.2
_08627_,10.2
_10874_,10.2
memory.io_wb_readdata\[25\],10.2
net2563,10.2
_05301_,10.19
fetch.bht.bhtTable_target_pc\[2\]\[14\],10.19
_00870_,10.185
_06547_,10.18
_07161_,10.18
csr.io_mem_pc\[17\],10.18
decode.regfile.registers_19\[10\],10.18
_00253_,10.165
_02382_,10.165
_03653_,10.16
_06364_,10.16
_09875_,10.16
_10259_,10.16
_10368_,10.16
fetch.bht.bhtTable_tag\[11\]\[8\],10.16
fetch.bht.bhtTable_tag\[3\]\[4\],10.16
fetch.bht.bhtTable_tag\[5\]\[15\],10.16
clknet_leaf_154_clock,10.16
net1514,10.16
_09728_,10.155
_00178_,10.145
_10877_,10.14
fetch.bht.bhtTable_tag\[0\]\[25\],10.14
fetch.bht.bhtTable_tag\[6\]\[6\],10.14
fetch.bht.bhtTable_target_pc\[13\]\[10\],10.14
fetch.bht.bhtTable_target_pc\[10\]\[0\],10.13
_02250_,10.125
_04908_,10.12
_06476_,10.12
_06910_,10.12
_07170_,10.12
_08687_,10.12
_12913_,10.12
net2280,10.12
net2472,10.12
_07013_,10.1
_08788_,10.1
_08797_,10.1
_12258_,10.1
io_memory_read_data[0],10.1
_04968_,10.08
_05317_,10.08
_06944_,10.08
_06981_,10.08
net2179,10.08
net2522,10.08
_05310_,10.06
_09480_,10.06
fetch.bht.bhtTable_tag\[1\]\[25\],10.06
fetch.bht.bhtTable_tag\[5\]\[0\],10.06
memory.csr_read_data_out_reg\[0\],10.06
net813,10.06
_00340_,10.045
_09248_,10.045
_02637_,10.04
_03681_,10.04
_06801_,10.04
_08075_,10.04
_08775_,10.04
decode.regfile.registers_12\[2\],10.04
fetch.bht.bhtTable_tag\[13\]\[12\],10.04
net588,10.04
net713,10.04
decode.regfile.registers_29\[16\],10.02
_03674_,10
_04659_,10
_04827_,10
_05250_,10
_06770_,10
_08988_,10
_09027_,10
_11650_,10
_11923_,10
_12657_,10
io_memory_address[1],9.99
_01415_,9.98
_05162_,9.98
_07926_,9.98
_10155_,9.98
_10504_,9.98
decode.id_ex_aluop_reg\[0\],9.98
fetch.bht.bhtTable_target_pc\[12\]\[14\],9.98
fetch.bht.bhtTable_target_pc\[8\]\[7\],9.98
fetch.bht.bhtTable_valid\[1\],9.98
net722,9.98
fetch.bht.bhtTable_target_pc\[6\]\[27\],9.97
_10796_,9.96
_11586_,9.96
fetch.bht.bhtTable_tag\[6\]\[0\],9.96
fetch.bht.bhtTable_valid\[3\],9.96
_04994_,9.94
_07302_,9.94
_09259_,9.94
_09563_,9.94
_11877_,9.94
fetch.bht.bhtTable_tag\[12\]\[19\],9.94
fetch.bht.bhtTable_tag\[13\]\[1\],9.94
fetch.bht.bhtTable_tag\[14\]\[10\],9.94
fetch.bht.bhtTable_target_pc\[15\]\[13\],9.94
fetch.bht.bhtTable_target_pc\[4\]\[3\],9.94
net2213,9.94
net2228,9.94
net2794,9.94
_04535_,9.93
_00596_,9.92
_03948_,9.92
_07628_,9.92
fetch.bht.bhtTable_target_pc\[8\]\[10\],9.92
_09714_,9.91
_00706_,9.905
_02314_,9.905
_02397_,9.905
_07445_,9.9
_07580_,9.9
fetch.bht.bhtTable_target_pc\[11\]\[19\],9.9
net249,9.9
net2791,9.9
_02872_,9.885
_00704_,9.88
_02985_,9.88
io_memory_address[24],9.88
net657,9.88
net666,9.88
net1137,9.88
net1876,9.88
net2306,9.88
net2696,9.88
net2702,9.88
fetch.bht.bhtTable_tag\[14\]\[0\],9.865
_03078_,9.86
_04786_,9.86
_05023_,9.86
_10054_,9.86
_10857_,9.86
_11763_,9.86
io_fetch_address[6],9.86
memory.csr_read_data_out_reg\[29\],9.86
net503,9.86
net2085,9.86
net2205,9.86
net2380,9.86
net2630,9.86
_10039_,9.85
_03975_,9.84
_11911_,9.84
decode.regfile.registers_6\[17\],9.84
fetch.bht.bhtTable_target_pc\[7\]\[5\],9.84
fetch.bht.bhtTable_target_pc\[6\]\[9\],9.83
_01399_,9.82
_03632_,9.82
_07832_,9.82
decode.regfile.registers_29\[0\],9.82
net1473,9.82
net1500,9.82
net1669,9.82
net2061,9.82
net2594,9.82
_09266_,9.8
_09858_,9.795
_04402_,9.78
_04510_,9.78
_05470_,9.78
_05609_,9.78
_08364_,9.78
_09351_,9.78
_10278_,9.78
_11765_,9.78
_07506_,9.76
execute.csr_write_data_out_reg\[8\],9.76
fetch.bht.bhtTable_tag\[2\]\[1\],9.75
_07630_,9.74
_09094_,9.74
_09759_,9.74
fetch.bht.bhtTable_target_pc\[14\]\[7\],9.74
fetch.bht.bhtTable_target_pc\[1\]\[3\],9.74
fetch.bht.bhtTable_target_pc\[4\]\[7\],9.74
fetch.bht.bhtTable_target_pc\[8\]\[16\],9.74
fetch.btb.btbTable\[13\]\[0\],9.74
io_fetch_address[2],9.74
_00681_,9.72
_04542_,9.72
_01449_,9.705
_02718_,9.705
_06358_,9.7
_07886_,9.7
_09920_,9.7
decode.io_id_pc\[15\],9.7
decode.io_id_pc\[18\],9.7
fetch.bht.bhtTable_tag\[5\]\[3\],9.7
fetch.bht.bhtTable_tag\[7\]\[12\],9.7
fetch.bht.bhtTable_tag\[8\]\[2\],9.7
fetch.bht.bhtTable_target_pc\[11\]\[29\],9.7
fetch.bht.bhtTable_target_pc\[8\]\[25\],9.7
fetch.bht.bhtTable_target_pc\[8\]\[28\],9.7
net307,9.7
net1397,9.7
_05333_,9.695
_00022_,9.685
net1675,9.68
_01578_,9.665
_07423_,9.66
fetch.bht.bhtTable_tag\[14\]\[8\],9.66
fetch.bht.bhtTable_tag\[4\]\[11\],9.66
_05248_,9.655
fetch.bht.bhtTable_target_pc\[2\]\[25\],9.65
_00008_,9.645
_02905_,9.645
_02946_,9.645
_08614_,9.64
_12462_,9.64
_05249_,9.62
_06729_,9.62
_10124_,9.62
fetch.bht.bhtTable_target_pc\[15\]\[25\],9.62
fetch.bht.bhtTable_target_pc\[7\]\[3\],9.62
net651,9.61
_04097_,9.6
_05048_,9.6
_02870_,9.585
_03841_,9.58
_04596_,9.58
_06382_,9.58
decode.regfile.registers_29\[5\],9.58
fetch.bht.bhtTable_tag\[10\]\[4\],9.58
fetch.bht.bhtTable_tag\[2\]\[25\],9.58
fetch.bht.bhtTable_tag\[4\]\[7\],9.58
fetch.bht.bhtTable_tag\[6\]\[4\],9.58
fetch.bht.bhtTable_tag\[9\]\[15\],9.58
fetch.bht.bhtTable_target_pc\[14\]\[6\],9.58
_10774_,9.57
fetch.bht.bhtTable_target_pc\[6\]\[29\],9.57
_02558_,9.565
net1639,9.56
_01299_,9.545
_07375_,9.54
_07687_,9.54
_10785_,9.54
_11985_,9.54
net2184,9.54
_02052_,9.525
_01248_,9.52
_04997_,9.52
_05761_,9.52
_06555_,9.52
_07039_,9.52
_07577_,9.52
_08361_,9.52
_09302_,9.52
_10621_,9.52
_12234_,9.52
decode.regfile.registers_31\[1\],9.52
fetch.bht.bhtTable_tag\[12\]\[18\],9.52
net587,9.52
net691,9.52
net730,9.52
net1478,9.52
net2620,9.52
net2650,9.52
fetch.bht.bhtTable_target_pc\[14\]\[1\],9.51
fetch.bht.bhtTable_tag\[10\]\[21\],9.505
_07147_,9.5
_07192_,9.5
_08271_,9.5
_11164_,9.5
_12432_,9.5
fetch.bht.bhtTable_target_pc\[4\]\[25\],9.5
fetch.bht.bhtTable_valid\[7\],9.5
net480,9.5
net537,9.5
net628,9.5
_02464_,9.485
fetch.bht.bhtTable_tag\[2\]\[22\],9.485
_04023_,9.48
_09174_,9.48
fetch.bht.bhtTable_tag\[4\]\[25\],9.48
fetch.bht.bhtTable_target_pc\[12\]\[7\],9.48
fetch.bht.bhtTable_target_pc\[5\]\[10\],9.48
memory.csr_read_data_out_reg\[23\],9.48
net267,9.48
net1153,9.48
net1394,9.48
net2200,9.48
net2515,9.48
net2604,9.48
csr._mcycle_T_3\[60\],9.47
_02760_,9.465
decode.io_id_pc\[11\],9.46
fetch.bht.bhtTable_target_pc\[13\]\[13\],9.46
fetch.bht.bhtTable_target_pc\[3\]\[23\],9.46
fetch.bht.bhtTable_target_pc\[9\]\[4\],9.46
_00012_,9.445
_01527_,9.445
_05262_,9.44
_06326_,9.44
_11826_,9.44
_13114_,9.44
fetch.bht.bhtTable_target_pc\[8\]\[23\],9.44
net2672,9.44
net2787,9.44
_12151_,9.43
_00503_,9.42
_03178_,9.42
_03782_,9.42
_05094_,9.42
_06196_,9.42
_07365_,9.42
_07532_,9.42
_08386_,9.42
_08664_,9.42
fetch.bht.bhtTable_tag\[10\]\[20\],9.42
io_memory_address[17],9.42
_00375_,9.405
_01253_,9.405
_02528_,9.405
_03368_,9.4
_06810_,9.4
_07891_,9.4
_09369_,9.4
fetch.bht.bhtTable_tag\[6\]\[3\],9.4
net2610,9.4
net2737,9.4
_06368_,9.38
_10554_,9.38
decode.regfile.registers_1\[22\],9.38
fetch.bht.bhtTable_tag\[11\]\[16\],9.38
fetch.bht.bhtTable_tag\[12\]\[23\],9.38
fetch.bht.bhtTable_tag\[9\]\[19\],9.38
net532,9.38
net2484,9.38
_12416_,9.37
fetch.bht.bhtTable_target_pc\[4\]\[22\],9.37
io_fetch_data[12],9.37
_00183_,9.365
_03033_,9.36
_05395_,9.36
_06079_,9.36
_07133_,9.36
_08167_,9.36
_08264_,9.36
_08469_,9.36
_11524_,9.36
_12304_,9.36
