net,length_um
csr.mcycle\[1\],55.08
decode.regfile.registers_2\[0\],55.07
_11811_,55.06
_04795_,55.055
_00403_,55.04
_04211_,55
_07746_,55
_11844_,55
_12921_,54.98
decode.regfile.registers_6\[6\],54.98
_03432_,54.96
_12656_,54.94
csr.io_csr_address\[0\],54.92
decode.regfile.registers_19\[23\],54.92
_03867_,54.91
_12083_,54.9
_03327_,54.88
_12116_,54.855
_05433_,54.83
_13294_,54.82
_11894_,54.8
_12380_,54.8
_12178_,54.76
decode.regfile.registers_5\[6\],54.76
clknet_leaf_94_clock,54.76
_07354_,54.72
decode.regfile.registers_1\[4\],54.68
decode.regfile.registers_15\[6\],54.665
_12788_,54.66
decode.regfile.registers_25\[19\],54.66
_04814_,54.6
_13180_,54.52
_11155_,54.5
_11218_,54.44
clknet_leaf_3_clock,54.42
decode.regfile.registers_11\[2\],54.4
_03157_,54.38
_13159_,54.36
_11941_,54.34
_11978_,54.34
_06005_,54.32
_12845_,54.32
decode.regfile.registers_14\[17\],54.32
_00427_,54.305
decode.regfile.registers_24\[13\],54.3
decode.regfile.registers_24\[20\],54.3
_04831_,54.28
_04898_,54.28
_03156_,54.26
_00509_,54.24
_03786_,54.24
clknet_leaf_6_clock,54.24
net2708,54.24
_13241_,54.22
decode.regfile.registers_19\[21\],54.18
_05065_,54.16
_11889_,54.16
_13328_,54.14
csr.io_mret_vector\[9\],54.14
decode.regfile.registers_26\[18\],54.14
clknet_leaf_322_clock,54.14
_04168_,54.1
_11793_,54.1
_12885_,54.08
_11909_,54.06
decode.regfile.registers_1\[28\],54.06
_03661_,54.055
_13067_,54.05
decode.regfile.registers_2\[6\],54.045
_13157_,54.02
clknet_leaf_102_clock,54.015
_07620_,53.99
_06907_,53.96
_11697_,53.96
_11864_,53.96
_04271_,53.94
_11935_,53.92
net436,53.92
decode.regfile.registers_1\[2\],53.9
_00890_,53.88
_04365_,53.88
clknet_leaf_5_clock,53.88
_11560_,53.86
_03318_,53.84
_03961_,53.82
_03249_,53.78
_05806_,53.77
decode.regfile.registers_15\[13\],53.745
_13407_,53.74
_04943_,53.72
_04553_,53.7
_12209_,53.66
decode.regfile.registers_6\[23\],53.64
decode.regfile.registers_17\[16\],53.57
_13365_,53.56
clknet_leaf_151_clock,53.54
_10580_,53.505
net207,53.5
_03117_,53.46
_12122_,53.46
_13414_,53.46
decode.regfile.registers_27\[27\],53.46
_07378_,53.44
_07572_,53.42
_13301_,53.42
_00700_,53.38
_04186_,53.38
decode.regfile.registers_15\[20\],53.38
_06040_,53.34
_12195_,53.34
_04204_,53.31
_04470_,53.28
_11701_,53.28
decode.regfile.registers_17\[1\],53.24
decode.regfile.registers_6\[4\],53.225
_03396_,53.22
_06545_,53.22
decode.regfile.registers_19\[9\],53.2
_11419_,53.19
_00398_,53.18
_04919_,53.18
decode.regfile.registers_22\[24\],53.18
decode.regfile.registers_19\[1\],53.14
decode.regfile.registers_27\[25\],53.12
_10690_,53.1
_13250_,53.1
_00434_,53.06
_04350_,53.06
decode.regfile.registers_11\[12\],53.015
_00510_,53
_11424_,52.98
_00640_,52.96
clknet_leaf_108_clock,52.96
_07023_,52.94
_04534_,52.92
_03789_,52.9
_06521_,52.9
_11393_,52.9
_03021_,52.88
_11518_,52.88
_12071_,52.88
_10702_,52.86
_12392_,52.84
_05719_,52.82
_12590_,52.82
clknet_leaf_218_clock,52.82
decode.regfile.registers_20\[17\],52.8
net2676,52.8
_12138_,52.785
decode.regfile.registers_24\[16\],52.78
_13285_,52.76
net217,52.73
_12905_,52.72
decode.regfile.registers_5\[31\],52.7
csr.io_csr_address\[6\],52.68
decode.regfile.registers_17\[9\],52.66
decode.control.io_funct3\[0\],52.635
_11412_,52.62
_11790_,52.62
_12757_,52.62
_13401_,52.58
clknet_leaf_90_clock,52.58
_11655_,52.56
_11789_,52.54
decode.regfile.registers_0\[10\],52.53
_07647_,52.5
_12485_,52.5
decode.regfile.registers_10\[13\],52.5
decode.regfile.registers_13\[18\],52.46
_13217_,52.4
_11775_,52.39
_12819_,52.38
decode.regfile.registers_13\[27\],52.38
_12619_,52.34
_13104_,52.34
_12125_,52.32
_11746_,52.3
_12374_,52.26
_04649_,52.24
_05788_,52.24
_13330_,52.22
decode.regfile.registers_15\[28\],52.2
_03172_,52.18
_03328_,52.18
_05141_,52.12
_06788_,52.1
_12230_,52.08
csr.minstret\[24\],52.08
clknet_leaf_354_clock,52.08
_04851_,52.06
decode.regfile.registers_13\[31\],52.06
decode.regfile.registers_7\[29\],52.06
decode.id_ex_funct3_reg\[1\],52.005
_03868_,52
decode.regfile.registers_12\[19\],51.98
decode.regfile.registers_16\[21\],51.98
decode.regfile.registers_7\[16\],51.98
_11873_,51.96
csr.io_mret_vector\[25\],51.96
net148,51.96
_03252_,51.94
_03829_,51.94
csr.mcycle\[2\],51.94
_11731_,51.92
_12994_,51.92
clknet_leaf_278_clock,51.92
clknet_leaf_350_clock,51.91
_00397_,51.9
_03698_,51.88
_03869_,51.88
clknet_leaf_166_clock,51.88
clknet_leaf_303_clock,51.88
csr.io_mret_vector\[16\],51.86
csr.minstret\[3\],51.86
_04009_,51.82
_12948_,51.82
_06806_,51.76
_13370_,51.74
_11499_,51.7
_13260_,51.7
fetch.btb.btbTable\[0\]\[1\],51.7
_00399_,51.68
csr.minstret\[14\],51.66
_03031_,51.62
_03057_,51.6
_12339_,51.6
_13439_,51.6
clknet_leaf_11_clock,51.6
_00436_,51.58
clknet_leaf_150_clock,51.575
decode.regfile.registers_1\[0\],51.56
_00411_,51.545
_04192_,51.495
_11286_,51.49
_08668_,51.48
_11334_,51.48
_04732_,51.46
_04840_,51.46
_05704_,51.46
decode.regfile.registers_1\[9\],51.46
net205,51.38
_05038_,51.36
_03788_,51.34
_04751_,51.34
decode.regfile.registers_5\[19\],51.305
net2699,51.3
net2797,51.28
_13076_,51.26
_04155_,51.24
decode.regfile.registers_21\[24\],51.24
_12034_,51.23
_11233_,51.22
_04964_,51.2
decode.regfile.registers_28\[22\],51.2
_03363_,51.16
_12680_,51.16
decode.regfile.registers_6\[2\],51.16
decode.regfile.registers_8\[17\],51.16
memory.io_wb_readdata\[12\],51.16
_03201_,51.15
_13428_,51.12
decode.regfile.registers_17\[21\],51.12
_07196_,51.06
decode.regfile.registers_23\[13\],51.06
_04084_,51.04
_13232_,51.04
decode.regfile.registers_26\[31\],51
csr.minstret\[1\],50.99
_00365_,50.98
csr._mcycle_T_2\[22\],50.94
_03195_,50.92
csr.io_mret_vector\[20\],50.915
_13192_,50.9
decode.immGen._imm_T_10\[4\],50.9
decode.regfile.registers_14\[28\],50.88
net2588,50.86
decode.regfile.registers_5\[4\],50.84
_07144_,50.825
decode.regfile.registers_11\[4\],50.82
_00641_,50.8
_05318_,50.8
decode.regfile.registers_21\[20\],50.8
_07037_,50.76
decode.regfile.registers_14\[3\],50.72
csr.io_mret_vector\[21\],50.68
decode.regfile.registers_0\[5\],50.68
_00404_,50.665
decode.regfile.registers_10\[2\],50.64
_05792_,50.62
_11513_,50.6
decode.regfile.registers_0\[7\],50.54
_00412_,50.505
_00621_,50.5
_12761_,50.48
net333,50.48
_03334_,50.46
_11120_,50.44
net465,50.36
decode.regfile.registers_21\[1\],50.32
_11617_,50.31
_04339_,50.3
csr.minstret\[6\],50.3
csr.msie,50.3
_00731_,50.265
_13175_,50.24
_06011_,50.18
_11671_,50.18
_07538_,50.16
_12435_,50.16
decode.regfile.registers_23\[26\],50.12
net152,50.12
_11824_,50.1
clknet_leaf_230_clock,50.1
decode.regfile.registers_3\[29\],50.075
_13482_,50.06
_12332_,50.02
_11161_,49.98
_12009_,49.98
csr.mcycle\[5\],49.98
clknet_leaf_115_clock,49.98
_13314_,49.96
net605,49.96
clknet_leaf_163_clock,49.94
_11925_,49.93
_12465_,49.92
_13367_,49.915
decode.regfile.registers_26\[13\],49.9
_00559_,49.855
_07613_,49.84
_11900_,49.84
_13205_,49.84
_13491_,49.82
_03160_,49.78
_12684_,49.78
_03790_,49.745
_03953_,49.68
_04142_,49.68
_05821_,49.66
_12043_,49.66
decode.regfile.registers_5\[3\],49.66
decode.regfile.registers_18\[31\],49.64
_00650_,49.51
_05834_,49.48
_12898_,49.48
clknet_leaf_234_clock,49.455
_03360_,49.42
net172,49.385
_03518_,49.38
_03121_,49.37
_05614_,49.36
_13432_,49.36
_04296_,49.34
decode.regfile.registers_15\[23\],49.34
_00642_,49.32
decode.regfile.registers_8\[5\],49.32
_00678_,49.305
_00675_,49.3
_03054_,49.3
net463,49.3
_13351_,49.29
decode.regfile.registers_15\[16\],49.29
_10908_,49.26
_04792_,49.24
_12308_,49.24
_06725_,49.18
_11380_,49.16
clknet_leaf_56_clock,49.06
decode.regfile.registers_0\[2\],49.04
clknet_leaf_306_clock,49.04
_12217_,49.03
_05117_,49
_03214_,48.98
decode.regfile.registers_20\[22\],48.98
_11432_,48.96
_12856_,48.96
decode.regfile.registers_27\[19\],48.96
decode.regfile.registers_15\[2\],48.955
_12409_,48.94
decode.regfile.registers_26\[30\],48.94
_03096_,48.82
_13198_,48.82
_06497_,48.8
net600,48.8
_04628_,48.76
_10558_,48.76
decode.regfile.registers_16\[18\],48.74
_05646_,48.7
_04696_,48.66
decode.regfile.registers_8\[26\],48.66
_11153_,48.62
_11678_,48.62
_07413_,48.6
decode.regfile.registers_3\[15\],48.6
_12797_,48.58
_05643_,48.56
_00003_,48.54
net257,48.54
_00737_,48.525
_13363_,48.52
_05563_,48.48
fetch.bht.bhtTable_tag\[13\]\[18\],48.48
_04197_,48.46
_09414_,48.44
_05717_,48.4
_05888_,48.4
_11683_,48.4
_11235_,48.395
clknet_leaf_2_clock,48.38
decode.regfile.registers_2\[10\],48.32
_12941_,48.31
csr.mcycle\[16\],48.3
_13473_,48.28
decode.regfile.registers_18\[2\],48.28
decode.regfile.registers_29\[29\],48.28
_11902_,48.26
_11903_,48.22
_05075_,48.2
_11577_,48.2
_11962_,48.18
_12294_,48.18
decode.regfile.registers_3\[13\],48.18
_02970_,48.16
_03529_,48.16
_12858_,48.16
decode.regfile.registers_14\[16\],48.16
memory.io_wb_readdata\[27\],48.16
_13410_,48.12
_00402_,48.105
_03261_,48.06
_12964_,48.06
_04075_,48.04
decode.regfile.registers_21\[30\],48.04
decode.regfile.registers_10\[4\],48.02
decode.regfile.registers_14\[10\],48.02
_07031_,48
csr.msip,48
_13479_,47.98
_03362_,47.94
decode.regfile.registers_18\[17\],47.94
csr.io_ecause\[0\],47.92
_11551_,47.88
csr.io_mret_vector\[13\],47.88
_12402_,47.86
decode.regfile.registers_6\[20\],47.82
decode.regfile.registers_22\[15\],47.8
_11588_,47.78
decode.regfile.registers_14\[15\],47.74
net478,47.74
_11778_,47.73
_04130_,47.72
decode.regfile.registers_20\[20\],47.72
_06726_,47.7
_11653_,47.7
decode.regfile.registers_4\[16\],47.7
_08816_,47.69
_06877_,47.68
_00447_,47.645
_11312_,47.64
_11784_,47.62
_12477_,47.56
_04536_,47.51
_00741_,47.495
_11310_,47.48
_12954_,47.48
_13441_,47.46
_00734_,47.445
net2796,47.44
_09859_,47.4
_00733_,47.365
decode.regfile.registers_21\[21\],47.35
_00562_,47.34
_12280_,47.32
decode.regfile.registers_20\[19\],47.3
csr._mcycle_T_2\[1\],47.28
_11638_,47.26
csr.io_mret_vector\[12\],47.26
_13016_,47.25
_11566_,47.24
_12689_,47.24
_12859_,47.24
decode.regfile.registers_6\[31\],47.24
_07719_,47.22
csr.minstret\[11\],47.22
_03136_,47.2
_11292_,47.2
_10768_,47.165
_06467_,47.16
decode.regfile.registers_13\[28\],47.16
clknet_leaf_16_clock,47.14
clknet_leaf_51_clock,47.14
_06003_,47.12
_04825_,47.08
decode.regfile.registers_15\[10\],47.08
_03968_,47.04
_04916_,47.04
_05978_,47.04
_11160_,47.02
decode.regfile.registers_24\[10\],47.02
_00639_,46.98
decode.regfile.registers_10\[16\],46.955
_07640_,46.94
_13372_,46.9
decode.regfile.registers_10\[21\],46.9
clknet_leaf_232_clock,46.9
_00709_,46.885
_00394_,46.88
_02961_,46.87
_03795_,46.845
_05900_,46.82
_03093_,46.8
_11608_,46.8
_12854_,46.8
net153,46.8
decode.control.io_opcode\[2\],46.79
_07178_,46.78
_10665_,46.76
decode.regfile.registers_11\[30\],46.72
_04051_,46.7
_10601_,46.7
_13238_,46.68
_04721_,46.64
_05964_,46.64
_13376_,46.64
net485,46.64
decode.regfile.registers_16\[0\],46.62
_00624_,46.6
_03162_,46.6
_13218_,46.6
decode.regfile.registers_22\[19\],46.6
decode.regfile.registers_7\[7\],46.58
_00900_,46.575
_00899_,46.565
_05597_,46.56
clknet_leaf_36_clock,46.54
csr.io_mret_vector\[11\],46.52
csr.minstret\[5\],46.52
clknet_leaf_152_clock,46.52
clknet_leaf_219_clock,46.52
decode.regfile.registers_28\[14\],46.5
csr.mtie,46.47
decode.regfile.registers_17\[19\],46.44
_03558_,46.42
clknet_leaf_185_clock,46.38
net285,46.38
_04903_,46.35
csr.io_mret_vector\[17\],46.34
_13152_,46.32
clknet_leaf_353_clock,46.32
_05045_,46.3
_08751_,46.3
_12425_,46.27
_00736_,46.205
_03038_,46.2
clknet_leaf_114_clock,46.18
_11290_,46.175
_05682_,46.16
_05110_,46.14
_13194_,46.12
_03458_,46.08
_04692_,46.08
decode.regfile.registers_2\[3\],46.08
_00676_,46.065
_03094_,46.06
_05962_,46.06
net470,46.06
_11231_,46.04
csr.io_mem_pc\[6\],46
_04344_,45.98
_11481_,45.96
_00748_,45.94
_03099_,45.94
_11863_,45.94
decode.regfile.registers_2\[4\],45.94
decode.regfile.registers_1\[13\],45.9
_12359_,45.82
decode.regfile.registers_21\[9\],45.8
_12315_,45.76
decode.regfile.registers_19\[22\],45.74
_03278_,45.72
_03300_,45.72
_05174_,45.72
_07765_,45.72
decode.regfile.registers_4\[2\],45.72
decode.regfile.registers_3\[30\],45.7
csr.io_mret_vector\[10\],45.68
decode.regfile.registers_17\[6\],45.68
clknet_leaf_37_clock,45.66
_13446_,45.64
_05971_,45.6
_13029_,45.6
decode.regfile.registers_5\[2\],45.585
_12795_,45.57
net351,45.52
_05687_,45.5
_05699_,45.5
_04368_,45.48
decode.regfile.registers_16\[11\],45.46
net1048,45.46
_11527_,45.44
decode.regfile.registers_16\[13\],45.38
decode.regfile.registers_8\[7\],45.38
_12766_,45.36
clknet_leaf_207_clock,45.32
decode.regfile.registers_16\[28\],45.3
_00377_,45.26
_11508_,45.26
_12406_,45.26
decode.regfile.registers_18\[30\],45.26
_11214_,45.24
_00400_,45.225
_03043_,45.22
_06070_,45.2
_05085_,45.18
_11807_,45.18
_07418_,45.16
_13148_,45.16
_04500_,45.08
_12439_,45.06
decode.regfile.registers_13\[12\],45.06
_13168_,45.05
_13213_,45.04
_00514_,45.025
_02969_,45.02
_03003_,45.02
_03852_,45.02
csr.io_csr_write_address\[1\],45.02
decode.regfile.registers_21\[4\],44.98
_11684_,44.94
_13398_,44.94
_06742_,44.92
_07688_,44.92
_12124_,44.92
_06338_,44.9
_07048_,44.9
_00648_,44.86
_12513_,44.86
_12976_,44.86
_06460_,44.84
_12922_,44.8
decode.regfile.registers_6\[15\],44.795
_13163_,44.78
_13277_,44.77
_00478_,44.76
decode.regfile.registers_28\[19\],44.76
_13071_,44.72
_06921_,44.6
_06016_,44.58
_03422_,44.56
decode.regfile.registers_14\[11\],44.56
_10954_,44.54
_11851_,44.53
decode.regfile.registers_1\[31\],44.52
_02995_,44.5
_03285_,44.48
decode.regfile.registers_23\[4\],44.46
decode.regfile.registers_13\[11\],44.4
_00458_,44.38
_12094_,44.38
decode.regfile.registers_25\[11\],44.36
_13137_,44.34
_13245_,44.34
_03426_,44.32
_03894_,44.32
csr.mscratch\[29\],44.27
_11674_,44.26
_11813_,44.26
decode.regfile.registers_24\[11\],44.26
_05983_,44.22
_11987_,44.22
_05706_,44.2
_06694_,44.2
clknet_leaf_32_clock,44.18
_05782_,44.14
decode.regfile.registers_17\[3\],44.14
_03284_,44.12
_12353_,44.12
_07616_,44.08
decode.regfile.registers_26\[17\],44.06
_03174_,44.04
_05520_,44.04
_05652_,44.04
_11786_,44.02
decode.regfile.registers_26\[16\],44.02
_06466_,44
net552,44
decode.regfile.registers_1\[8\],43.98
_12318_,43.97
_12762_,43.96
decode.regfile.registers_22\[5\],43.96
decode.regfile.registers_27\[28\],43.96
decode.regfile.registers_7\[4\],43.96
_11392_,43.92
_12864_,43.92
_13242_,43.92
_05972_,43.9
_11584_,43.9
_03283_,43.88
_11832_,43.88
_12345_,43.88
_11823_,43.86
_04286_,43.84
_04703_,43.84
net2783,43.84
decode.regfile.registers_4\[7\],43.82
_12739_,43.8
_13253_,43.8
_10561_,43.78
decode.regfile.registers_10\[30\],43.765
_03165_,43.76
_07634_,43.76
_12289_,43.76
_07716_,43.75
_03123_,43.72
_03236_,43.72
_04612_,43.72
net315,43.72
_03810_,43.68
_10763_,43.68
_11848_,43.68
_13450_,43.68
_00637_,43.64
_03399_,43.64
_05604_,43.62
decode.regfile.registers_0\[11\],43.62
decode.regfile.registers_23\[3\],43.6
decode.regfile.registers_13\[15\],43.58
_13053_,43.56
_03233_,43.5
clknet_leaf_338_clock,43.48
_05990_,43.44
net357,43.44
clknet_leaf_161_clock,43.42
_12081_,43.4
_11917_,43.38
decode.regfile.registers_21\[27\],43.36
decode.regfile.registers_23\[0\],43.34
_11969_,43.32
_13118_,43.32
_11421_,43.315
_05478_,43.3
_03288_,43.26
decode.regfile.registers_18\[19\],43.26
_13345_,43.24
_05913_,43.18
clknet_leaf_241_clock,43.16
decode.regfile.registers_16\[20\],43.14
_03169_,43.12
_13004_,43.1
_04550_,43.08
_04167_,43.06
_07582_,43.06
decode.regfile.registers_1\[21\],43.06
_03996_,43.04
_12180_,43.04
_03418_,43.03
_04707_,43.02
_10295_,43.02
_13359_,43.02
_12449_,43
_12641_,43
_12763_,43
_11526_,42.96
fetch.btb.btbTable\[11\]\[1\],42.96
_13161_,42.94
clknet_leaf_343_clock,42.92
_03933_,42.9
_06031_,42.9
_11958_,42.88
_04769_,42.86
_05300_,42.84
_03019_,42.76
_07645_,42.76
_13090_,42.72
decode.regfile.registers_19\[19\],42.72
_04172_,42.7
_12262_,42.7
_00710_,42.685
_04213_,42.68
decode.regfile.registers_24\[15\],42.68
_03248_,42.66
decode.regfile.registers_23\[17\],42.6
_00749_,42.565
_03559_,42.55
_04418_,42.54
_12808_,42.54
_00449_,42.525
_11960_,42.5
_13154_,42.5
_04489_,42.48
decode.regfile.registers_10\[20\],42.46
_02960_,42.42
_13247_,42.42
_12749_,42.4
_06820_,42.36
_11733_,42.32
_11670_,42.28
_11605_,42.26
_00665_,42.245
decode.regfile.registers_1\[3\],42.24
net290,42.22
_05583_,42.2
decode.regfile.registers_18\[7\],42.2
decode.regfile.registers_20\[0\],42.2
_05755_,42.18
_13123_,42.18
_13326_,42.18
csr.io_ecause\[1\],42.18
_06758_,42.16
_10061_,42.16
_04340_,42.14
_06062_,42.115
_00441_,42.08
_12850_,42.08
_13283_,42.08
_11666_,42.06
_11820_,42.06
_12105_,42.06
decode.regfile.registers_25\[0\],42.06
clknet_leaf_316_clock,42.06
_00421_,42.045
decode.regfile.registers_18\[9\],42
_06017_,41.98
_11341_,41.98
_05066_,41.97
_11931_,41.94
_04384_,41.92
_13049_,41.92
decode.regfile.registers_25\[10\],41.92
decode.regfile.registers_26\[2\],41.92
_03352_,41.86
_13015_,41.84
_12676_,41.82
decode.regfile.registers_22\[18\],41.82
csr.io_mret_vector\[14\],41.8
decode.regfile.registers_20\[13\],41.8
decode.regfile.registers_27\[17\],41.8
decode.regfile.registers_12\[31\],41.76
_12651_,41.74
decode.regfile.registers_29\[25\],41.74
_04032_,41.7
decode.id_ex_ex_use_rs1_reg,41.7
memory.io_wb_memtoreg\[1\],41.7
_04201_,41.68
_06958_,41.68
_12903_,41.68
_00632_,41.66
_11511_,41.66
_11460_,41.62
_04131_,41.6
_03209_,41.58
decode.regfile.registers_14\[31\],41.56
_13331_,41.54
decode.regfile.registers_28\[4\],41.54
_07415_,41.52
_11621_,41.5
_11759_,41.5
_12853_,41.5
_13096_,41.5
_13249_,41.48
decode.regfile.registers_9\[12\],41.48
_03937_,41.46
_04441_,41.46
_11747_,41.46
net202,41.4
_04863_,41.35
decode.regfile.registers_12\[29\],41.32
net2645,41.32
decode.regfile.registers_18\[22\],41.3
decode.regfile.registers_14\[6\],41.28
_05648_,41.275
_05133_,41.24
csr._mcycle_T_2\[0\],41.24
decode.regfile.registers_4\[30\],41.24
_08682_,41.18
_04437_,41.16
decode.regfile.registers_7\[1\],41.16
_12770_,41.145
_08802_,41.14
_11637_,41.14
_04430_,41.13
_06819_,41.11
_07485_,41.06
_10949_,41.055
_12025_,41.04
_12032_,41.04
decode.regfile.registers_0\[20\],41.04
_05052_,41.02
_05008_,41
_11986_,41
decode.regfile.registers_3\[1\],40.985
_07759_,40.98
_04389_,40.96
_08754_,40.96
_12617_,40.955
_03290_,40.88
_06997_,40.84
decode.regfile.registers_27\[11\],40.84
_11599_,40.8
net509,40.8
_04198_,40.78
_12228_,40.78
csr.io_mret_vector\[18\],40.78
_10583_,40.74
decode.regfile.registers_21\[13\],40.72
fetch.btb.btbTable\[15\]\[1\],40.72
_02968_,40.7
_03909_,40.7
_07185_,40.7
_12273_,40.7
_12536_,40.7
clknet_leaf_1_clock,40.68
_00416_,40.665
_11913_,40.66
_06381_,40.64
_00446_,40.625
decode.regfile.registers_26\[1\],40.62
_05473_,40.6
_13425_,40.6
decode.regfile.registers_17\[8\],40.6
decode.regfile.registers_27\[8\],40.6
decode.regfile.registers_3\[7\],40.59
_02974_,40.58
_05851_,40.54
_07530_,40.52
_12005_,40.5
decode.regfile.registers_21\[3\],40.5
_13393_,40.49
clknet_leaf_75_clock,40.48
_13423_,40.47
_03364_,40.46
_12041_,40.46
net1324,40.46
_06681_,40.44
_04104_,40.43
_04394_,40.43
_12223_,40.41
_03242_,40.4
_11130_,40.4
_11597_,40.4
_05182_,40.34
_13036_,40.34
_13408_,40.34
_12945_,40.325
_00437_,40.32
_05883_,40.32
decode.regfile.registers_24\[7\],40.32
_04984_,40.31
_03719_,40.3
_11329_,40.3
decode.regfile.registers_26\[4\],40.28
net2730,40.28
_12029_,40.24
_12468_,40.24
decode.regfile.registers_24\[5\],40.24
_12162_,40.22
_03234_,40.2
_11211_,40.2
_04985_,40.19
_05666_,40.18
decode.regfile.registers_23\[6\],40.18
_04466_,40.16
decode.regfile.registers_0\[8\],40.16
_11661_,40.12
_11818_,40.12
decode.regfile.registers_11\[5\],40.12
decode.regfile.registers_4\[11\],40.12
_04529_,40.1
_06940_,40.06
_08693_,40.06
_12018_,40.06
_00627_,40.04
_12358_,40.02
net518,40.01
_06763_,40
_12476_,39.98
decode.regfile.registers_4\[31\],39.96
_06976_,39.94
decode.regfile.registers_20\[3\],39.92
_12803_,39.88
decode.regfile.registers_30\[27\],39.86
_12957_,39.84
clknet_leaf_297_clock,39.84
_11570_,39.82
_12785_,39.82
memory.io_wb_readdata\[5\],39.82
_12038_,39.76
_03238_,39.7
_11982_,39.7
decode.regfile.registers_2\[2\],39.68
_11295_,39.66
_11967_,39.66
net275,39.66
_11438_,39.64
_11559_,39.64
csr.io_mret_vector\[19\],39.64
_03903_,39.62
_06392_,39.62
csr.io_mem_pc\[11\],39.6
_12186_,39.58
decode.regfile.registers_24\[2\],39.54
_11713_,39.5
clknet_leaf_62_clock,39.5
_11234_,39.48
decode.regfile.registers_6\[3\],39.465
_04848_,39.46
decode.regfile.registers_29\[6\],39.46
net246,39.455
_12193_,39.44
_10568_,39.435
_06035_,39.42
_11561_,39.42
_12369_,39.42
decode.regfile.registers_11\[31\],39.42
net469,39.4
net2775,39.4
_04828_,39.38
decode.regfile.registers_8\[15\],39.34
_12321_,39.3
_05787_,39.28
_04207_,39.27
_06882_,39.24
decode.regfile.registers_18\[8\],39.22
_11664_,39.2
_11475_,39.18
decode.regfile.registers_14\[0\],39.18
_04327_,39.14
_04533_,39.12
_11719_,39.06
_12319_,39.04
_06470_,39.035
_03224_,39
decode.regfile.registers_22\[2\],39
decode.regfile.registers_24\[6\],39
net451,38.99
_04712_,38.98
_04559_,38.96
_05123_,38.96
_07005_,38.96
_03127_,38.94
_11887_,38.94
_13166_,38.94
decode.regfile.registers_30\[12\],38.94
_08806_,38.92
_03932_,38.9
_05850_,38.9
_08656_,38.9
_08766_,38.9
_11656_,38.895
_05713_,38.88
_13284_,38.88
_12990_,38.8
_09925_,38.78
